"Archivo","Linea","Patron","Riesgo","Contexto","Extension"
"BD\SelemTI_Estrucutra_Pedido_23_10_25.sql","16983","CASCADE","ALTO","ADD CONSTRAINT selemti_menu_item_sync_map_menu_item_id_foreign FOREIGN KEY (menu_item_id) REFEREN...",".sql"
"BD\SelemTI_Estrucutra_Pedido_23_10_25.sql","16992","CASCADE","ALTO","ADD CONSTRAINT selemti_pos_sync_logs_batch_id_foreign FOREIGN KEY (batch_id) REFERENCES pos_sync_...",".sql"
"BD\SelemTI_Estrucutra_Pedido_23_10_25.sql","17001","CASCADE","ALTO","ADD CONSTRAINT selemti_report_runs_report_id_foreign FOREIGN KEY (report_id) REFERENCES report_de...",".sql"
"BD\SelemTI_Estrucutra_Pedido_23_10_25.sql","17010","CASCADE","ALTO","ADD CONSTRAINT sol_prod_det_sol_id_fkey FOREIGN KEY (sol_id) REFERENCES sol_prod_cab(id) ON DELET...",".sql"
"BD\SelemTI_Estrucutra_Pedido_23_10_25.sql","17073","CASCADE","ALTO","ADD CONSTRAINT transfer_det_transfer_id_fkey FOREIGN KEY (transfer_id) REFERENCES transfer_cab(id...",".sql"
"BD\SelemTI_Estrucutra_Pedido_23_10_25.sql","17127","CASCADE","ALTO","ADD CONSTRAINT traspaso_det_traspaso_id_fkey FOREIGN KEY (traspaso_id) REFERENCES traspaso_cab(id...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","18","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20465","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_adj_mov_id_fkey FOREIGN KEY (mov_id) REFERENCES caja_fondo_mov(id) ON D...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20474","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_arqueo_fondo_id_fkey FOREIGN KEY (fondo_id) REFERENCES caja_fondo(id) O...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20483","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_mov_fondo_id_fkey FOREIGN KEY (fondo_id) REFERENCES caja_fondo(id) ON D...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20492","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_usuario_fondo_id_fkey FOREIGN KEY (fondo_id) REFERENCES caja_fondo(id) ...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20501","CASCADE","ALTO","ADD CONSTRAINT cash_fund_arqueos_cash_fund_id_foreign FOREIGN KEY (cash_fund_id) REFERENCES cash_...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20528","CASCADE","ALTO","ADD CONSTRAINT cash_fund_movements_cash_fund_id_foreign FOREIGN KEY (cash_fund_id) REFERENCES cas...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20573","CASCADE","ALTO","ADD CONSTRAINT cat_uom_conversion_destino_id_foreign FOREIGN KEY (destino_id) REFERENCES cat_unid...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20582","CASCADE","ALTO","ADD CONSTRAINT cat_uom_conversion_origen_id_foreign FOREIGN KEY (origen_id) REFERENCES cat_unidad...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20591","CASCADE","ALTO","ADD CONSTRAINT conciliacion_postcorte_id_fkey FOREIGN KEY (postcorte_id) REFERENCES postcorte(id)...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20717","CASCADE","ALTO","ADD CONSTRAINT fk_psuggline_suggestion FOREIGN KEY (suggestion_id) REFERENCES purchase_suggestion...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20726","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20798","CASCADE","ALTO","ADD CONSTRAINT inv_consumo_pos_det_consumo_id_fkey FOREIGN KEY (consumo_id) REFERENCES inv_consum...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20807","CASCADE","ALTO","ADD CONSTRAINT inv_stock_policy_item_id_foreign FOREIGN KEY (item_id) REFERENCES items(id) ON DEL...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20816","CASCADE","ALTO","ADD CONSTRAINT inv_stock_policy_sucursal_id_foreign FOREIGN KEY (sucursal_id) REFERENCES cat_sucu...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20888","CASCADE","ALTO","ADD CONSTRAINT items_category_fk FOREIGN KEY (category_id) REFERENCES item_categories(id) ON UPDA...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20969","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","20978","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21068","CASCADE","ALTO","ADD CONSTRAINT op_insumo_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21095","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21131","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21140","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21149","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21158","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21176","CASCADE","ALTO","ADD CONSTRAINT prod_det_prod_id_fkey FOREIGN KEY (prod_id) REFERENCES prod_cab(id) ON DELETE CASC...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21239","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21302","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21311","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21338","CASCADE","ALTO","ADD CONSTRAINT selemti_cash_fund_movement_audit_log_movement_id_foreign FOREIGN KEY (movement_id)...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21347","CASCADE","ALTO","ADD CONSTRAINT selemti_menu_engineering_snapshots_menu_item_id_foreign FOREIGN KEY (menu_item_id)...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21356","CASCADE","ALTO","ADD CONSTRAINT selemti_menu_item_sync_map_menu_item_id_foreign FOREIGN KEY (menu_item_id) REFEREN...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21365","CASCADE","ALTO","ADD CONSTRAINT selemti_pos_sync_logs_batch_id_foreign FOREIGN KEY (batch_id) REFERENCES pos_sync_...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21374","CASCADE","ALTO","ADD CONSTRAINT selemti_report_runs_report_id_foreign FOREIGN KEY (report_id) REFERENCES report_de...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21383","CASCADE","ALTO","ADD CONSTRAINT sol_prod_det_sol_id_fkey FOREIGN KEY (sol_id) REFERENCES sol_prod_cab(id) ON DELET...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21446","CASCADE","ALTO","ADD CONSTRAINT transfer_det_transfer_id_fkey FOREIGN KEY (transfer_id) REFERENCES transfer_cab(id...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v2.sql","21500","CASCADE","ALTO","ADD CONSTRAINT traspaso_det_traspaso_id_fkey FOREIGN KEY (traspaso_id) REFERENCES traspaso_cab(id...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","18","DROP DATABASE","EXTREMO","DROP DATABASE pos;",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","20877","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_adj_mov_id_fkey FOREIGN KEY (mov_id) REFERENCES caja_fondo_mov(id) ON D...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","20886","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_arqueo_fondo_id_fkey FOREIGN KEY (fondo_id) REFERENCES caja_fondo(id) O...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","20895","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_mov_fondo_id_fkey FOREIGN KEY (fondo_id) REFERENCES caja_fondo(id) ON D...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","20904","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_usuario_fondo_id_fkey FOREIGN KEY (fondo_id) REFERENCES caja_fondo(id) ...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","20913","CASCADE","ALTO","ADD CONSTRAINT cash_fund_arqueos_cash_fund_id_foreign FOREIGN KEY (cash_fund_id) REFERENCES cash_...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","20940","CASCADE","ALTO","ADD CONSTRAINT cash_fund_movements_cash_fund_id_foreign FOREIGN KEY (cash_fund_id) REFERENCES cas...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","20985","CASCADE","ALTO","ADD CONSTRAINT cat_uom_conversion_destino_id_foreign FOREIGN KEY (destino_id) REFERENCES cat_unid...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","20994","CASCADE","ALTO","ADD CONSTRAINT cat_uom_conversion_origen_id_foreign FOREIGN KEY (origen_id) REFERENCES cat_unidad...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21003","CASCADE","ALTO","ADD CONSTRAINT conciliacion_postcorte_id_fkey FOREIGN KEY (postcorte_id) REFERENCES postcorte(id)...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21129","CASCADE","ALTO","ADD CONSTRAINT fk_psuggline_suggestion FOREIGN KEY (suggestion_id) REFERENCES purchase_suggestion...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21138","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21210","CASCADE","ALTO","ADD CONSTRAINT inv_consumo_pos_det_consumo_id_fkey FOREIGN KEY (consumo_id) REFERENCES inv_consum...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21219","CASCADE","ALTO","ADD CONSTRAINT inv_stock_policy_item_id_foreign FOREIGN KEY (item_id) REFERENCES items(id) ON DEL...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21228","CASCADE","ALTO","ADD CONSTRAINT inv_stock_policy_sucursal_id_foreign FOREIGN KEY (sucursal_id) REFERENCES cat_sucu...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21300","CASCADE","ALTO","ADD CONSTRAINT items_category_fk FOREIGN KEY (category_id) REFERENCES item_categories(id) ON UPDA...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21381","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21390","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21480","CASCADE","ALTO","ADD CONSTRAINT op_insumo_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21507","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21543","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21552","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21561","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21570","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21588","CASCADE","ALTO","ADD CONSTRAINT prod_det_prod_id_fkey FOREIGN KEY (prod_id) REFERENCES prod_cab(id) ON DELETE CASC...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21651","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21714","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21723","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21750","CASCADE","ALTO","ADD CONSTRAINT selemti_cash_fund_movement_audit_log_movement_id_foreign FOREIGN KEY (movement_id)...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21759","CASCADE","ALTO","ADD CONSTRAINT selemti_menu_engineering_snapshots_menu_item_id_foreign FOREIGN KEY (menu_item_id)...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21768","CASCADE","ALTO","ADD CONSTRAINT selemti_menu_item_sync_map_menu_item_id_foreign FOREIGN KEY (menu_item_id) REFEREN...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21777","CASCADE","ALTO","ADD CONSTRAINT selemti_pos_sync_logs_batch_id_foreign FOREIGN KEY (batch_id) REFERENCES pos_sync_...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21786","CASCADE","ALTO","ADD CONSTRAINT selemti_report_runs_report_id_foreign FOREIGN KEY (report_id) REFERENCES report_de...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21795","CASCADE","ALTO","ADD CONSTRAINT sol_prod_det_sol_id_fkey FOREIGN KEY (sol_id) REFERENCES sol_prod_cab(id) ON DELET...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21858","CASCADE","ALTO","ADD CONSTRAINT transfer_det_transfer_id_fkey FOREIGN KEY (transfer_id) REFERENCES transfer_cab(id...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v3.sql","21912","CASCADE","ALTO","ADD CONSTRAINT traspaso_det_traspaso_id_fkey FOREIGN KEY (traspaso_id) REFERENCES traspaso_cab(id...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13707","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_adj_mov_id_fkey FOREIGN KEY (mov_id) REFERENCES caja_fondo_mov(id) ON D...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13716","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_arqueo_fondo_id_fkey FOREIGN KEY (fondo_id) REFERENCES caja_fondo(id) O...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13725","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_mov_fondo_id_fkey FOREIGN KEY (fondo_id) REFERENCES caja_fondo(id) ON D...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13734","CASCADE","ALTO","ADD CONSTRAINT caja_fondo_usuario_fondo_id_fkey FOREIGN KEY (fondo_id) REFERENCES caja_fondo(id) ...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13743","CASCADE","ALTO","ADD CONSTRAINT cash_fund_arqueos_cash_fund_id_foreign FOREIGN KEY (cash_fund_id) REFERENCES cash_...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13770","CASCADE","ALTO","ADD CONSTRAINT cash_fund_movements_cash_fund_id_foreign FOREIGN KEY (cash_fund_id) REFERENCES cas...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13815","CASCADE","ALTO","ADD CONSTRAINT cat_uom_conversion_destino_id_foreign FOREIGN KEY (destino_id) REFERENCES cat_unid...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13824","CASCADE","ALTO","ADD CONSTRAINT cat_uom_conversion_origen_id_foreign FOREIGN KEY (origen_id) REFERENCES cat_unidad...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13833","CASCADE","ALTO","ADD CONSTRAINT conciliacion_postcorte_id_fkey FOREIGN KEY (postcorte_id) REFERENCES postcorte(id)...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13959","CASCADE","ALTO","ADD CONSTRAINT fk_psuggline_suggestion FOREIGN KEY (suggestion_id) REFERENCES purchase_suggestion...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","13968","CASCADE","ALTO","ADD CONSTRAINT fk_ticket_det_cab FOREIGN KEY (ticket_id) REFERENCES ticket_venta_cab(id) ON DELET...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14040","CASCADE","ALTO","ADD CONSTRAINT inv_consumo_pos_det_consumo_id_fkey FOREIGN KEY (consumo_id) REFERENCES inv_consum...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14049","CASCADE","ALTO","ADD CONSTRAINT inv_stock_policy_item_id_foreign FOREIGN KEY (item_id) REFERENCES items(id) ON DEL...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14058","CASCADE","ALTO","ADD CONSTRAINT inv_stock_policy_sucursal_id_foreign FOREIGN KEY (sucursal_id) REFERENCES cat_sucu...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14130","CASCADE","ALTO","ADD CONSTRAINT items_category_fk FOREIGN KEY (category_id) REFERENCES item_categories(id) ON UPDA...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14211","CASCADE","ALTO","ADD CONSTRAINT model_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14220","CASCADE","ALTO","ADD CONSTRAINT model_has_roles_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON DELE...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14310","CASCADE","ALTO","ADD CONSTRAINT op_insumo_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14337","CASCADE","ALTO","ADD CONSTRAINT op_yield_op_id_fkey FOREIGN KEY (op_id) REFERENCES op_cab(id) ON DELETE CASCADE;",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14373","CASCADE","ALTO","ADD CONSTRAINT postcorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DE...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14382","CASCADE","ALTO","ADD CONSTRAINT precorte_efectivo_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(i...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14391","CASCADE","ALTO","ADD CONSTRAINT precorte_otros_precorte_id_fkey FOREIGN KEY (precorte_id) REFERENCES precorte(id) ...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14400","CASCADE","ALTO","ADD CONSTRAINT precorte_sesion_id_fkey FOREIGN KEY (sesion_id) REFERENCES sesion_cajon(id) ON DEL...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14418","CASCADE","ALTO","ADD CONSTRAINT prod_det_prod_id_fkey FOREIGN KEY (prod_id) REFERENCES prod_cab(id) ON DELETE CASC...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14481","CASCADE","ALTO","ADD CONSTRAINT recepcion_det_recepcion_id_fkey FOREIGN KEY (recepcion_id) REFERENCES recepcion_ca...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14544","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_permission_id_foreign FOREIGN KEY (permission_id) REFERENCES ...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14553","CASCADE","ALTO","ADD CONSTRAINT role_has_permissions_role_id_foreign FOREIGN KEY (role_id) REFERENCES roles(id) ON...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14580","CASCADE","ALTO","ADD CONSTRAINT selemti_cash_fund_movement_audit_log_movement_id_foreign FOREIGN KEY (movement_id)...",".sql"
"BD\SelemTI_Estrucutra_Pedido_29_10_25_10_40_v4.sql","14589","CASCADE","ALTO","ADD CONSTRAINT selemti_menu_engineering_snapshots_menu_item_id_foreign FOREIGN KEY (menu_item_id)...",".sql"
